title,user_name,rating,date,review_text,likes,data_id
Kampung Bekelir,Amri Makdami,5.0,3 tahun lalu,"Pemanfaatan lahan di sepanjang bantaran sungai Cisadane memberikan ruang publik yang kreatif, bersih, nyaman dan menarik. Tempat ini bisa dijadikan tujuan wisata murah meriah oleh warga lokal. Adanya warung-warung kuliner menambah kelengkapan fasilitas. Serta toilet umum yang turut dijaga kebersihannya. Pemandangan sungai Cisadane menjadi daya tarik utama pengunjung. Pada siang hari yang panas, terasa nikmat sekali duduk di bawah naungan pepohonan yang ada di sepanjang area sambil menikmati segelas es.
Acungan jempol untuk kerja kerasnya menjadikan tempat ini sebagai sarana wisata warga lokal.",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,dahlia anida,4.0,3 tahun lalu,Warna warni catnya sudah pudar aih jafi kurang menarik,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Edo Alfarez,4.0,2 tahun lalu,"Iseng gowes kesini bareng @Galangdwiprastomo dan @brigade_subuh. Acara Rabo Rabo team Marshall GOTARA dari grup IG @Roda Petualang. Start jam 06.30 sampai sana jam 9.00 sempet mampir ke pasar lama Tanggerang buat isi perut. Padahal udh sarapan sebelumnya.
Ketemu ketoprak maknyus sesuai resep rahasia saya..
Kelar foto foto buat msukin di IG @Roda Petualang Jakarta utara kita balik Jakarta..",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Qadis Mahfuri,5.0,Diedit 2 tahun lalu,Lapak ILUNI 80.... tempat nongkrong alumni STM 80 Tangerang,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,yovan alsakhi,4.0,3 tahun lalu,"Banyak piliham pelastik disini dari yang kecil sampe yang gede
Buat kalian yang suka dan mau nyari pelastik pot dll silahkan mampir
Tokonya sebelah kampung berkelir tangerang posisinya",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Hanan Durriyah,5.0,3 tahun lalu,"Seruuu buat tempat ngemper low budget dan dadakan buat diskusi sama temen-temen sambil minum es kuwut wkwkwk.
Malem-malem banyak orang mancing hahahah.
Anginnya mantuliti kayak di pinggir pantai.",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Bibit Slamet Yulriyadi,5.0,2 tahun lalu,Sepedaan bareng anak keliling tangerang kota,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Lelly,5.0,2 tahun lalu,"Mengunjungi Kampung berkelir memberikan nuansa yg berbeda, banyak lukisan yang terlihat nyata, berbagai warna warni menambah hidup suasana kampung.",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Putri Handayani,5.0,3 tahun lalu,"Seru buat nongkrong, apalagi makan seblak atau mi kwah
Enaakk murce lagi.. Saking rame jadi ngantri makan disini..",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,putri oktaviani,5.0,3 tahun lalu,"Tempatnya asyik buat nongkrong,banyak anak2 muda dan tempat makanan dengan harga yg terjangkau",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Bela Asyifa,3.0,2 tahun lalu,sya mengira kampung bekelir tempat wisata ternyata hanya rumahh yg di hias dengan warna warni yg indah,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Aden Kelik,5.0,2 tahun lalu,Untuk sekedar istirahat sejenak dan selfie dengan latar belakang aliran sungai besar cukup lumayanlah...,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Sri Dewi lestari,5.0,2 tahun lalu,Mampir disini makan nasi uduk,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,UDARISMAN SANI,4.0,3 tahun lalu,Lokasi cukup lumayan dan dekat pusat kuliner Kota Tamgerang Untuk Weekend oke lah...,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Blessing Today,5.0,setahun lalu,terakhir kesana 21/01/2024 mlm minggu malah sepi 😞😞,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Almiyandani,5.0,2 tahun lalu,"cukup menarik, spot foto banyak, warga ramah ramah",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Bang Suryadi,5.0,3 tahun lalu,"Tempat yang enak untuk bersantai, apalagi diwaktu malam hari.",,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Inaya “Angel's Bear” Erinaya,5.0,3 tahun lalu,Salah Satu Spot Di Tangerang Untuk tempat Healing yg Murmer dan Bisa Sambil makan Jajanan,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Dini Allpiatin Najmi .andnjmii,5.0,3 tahun lalu,Tempat makannya enak lumayan lah biar nongkrong,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Suci Oktavia,5.0,2 tahun lalu,Rumah krus aku ada di sini d gang dua hehehehe jangan galakin krus aku ya,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Khayra ishak,5.0,2 tahun lalu,Tempat yg penuh dgn kenangan smpai tak bs d jelaskan dgn kta kta,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Kampung Bekelir,Yatan 99,5.0,3 tahun lalu,Drever gojekk.. pemainn poodd ka gopod y ka.. jngn smpe slah orderrrr ka y mksiihhhh,,0x2e69f9f88ea492a9:0x67c9c201a766c8cd
Monkey Forest Tourism Park,mr. Capcus,5.0,5 bulan lalu,"Hutan Kera/ Monyet berada di belakang Dinas Kesehatan Provinsi Bandar Lampung, karena mungkin ini  awalnya mirip hutan kota tapi kesannya tidak terawat dan kera liar dibiarkan berkembang biak disini maka jadilah Hutan Kera.  Lebih banyak monyet liar di sisi sebelah bawah (dekat sumur) daripada dibagian atas. Jika beruntung bisa lihat anak kera yang digendong induknya.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Heri Hidayat,3.0,2 tahun lalu,"Tempat wisata ini kurang terawat, banyak sampah berserakan. Mungkin karena pengunjung kesini membuang sampah seenaknya saja. Lokasi ini terletak di sebelah bekas hotel hartono yang saat ini sudah tutup. Gerbang hutan keranya di jalan dari arah sarijo, padahal akses terdekatnya dari arah dinas kesehatan. Tapi tidak salah untuk berkunjung kesini. Jangan lupa bawa oleh oleh makanan untuk monyet yang ada disini, kacang kulit, pisang, biji2an atau buah. Jangan tinggalkan sampah plastik atau sampah lain yang tidak bisa terurai disini demi menjaga kelestarian dan kebersihan lingkungan sekitar",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Nyanyi yuk,5.0,4 bulan lalu,"Kera nya banyak, cuma kurang tempat sampah aja.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Suci Cintya Dewi,5.0,2 tahun lalu,"Lumayan hiburan utk anak2, bisa lihat monyet liar di habitat aslinya.

Lokasi di perumahan, masuk dari jalan di samping dinas kesehatan prov lampung,

Hiburannya ia bener2 cuma lihat monyet iaa,  kalo untuk interaksi lainnya tidak disarankan. Krn monyet liar... pernah ada teman yg dicakar , jd harus hati2.. baiknya lihat dari jauh atau dr dalam mobil saja.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Iman Imanudin,2.0,6 tahun lalu,"Jika masuk dari arah Jl. Dr. Cipto maka akan menemukan gapura bertuliskan Selamat Datang di Taman Wisata Hutan Kera. Saya agak keberatan dengan nama tempat ini. Pertama, ini bukan taman karena lebih mirip area kosong dibiarkan sehingga tanaman tumbuh sendirinya. Kedua, tidak ada kera di sana, yang ada adalah monyet. Kera dalam bahasa Inggris disebut ape, tidak punya ekor panjang (simpanse, gorila) sedangkan monyet disebut monkey, memiliki ekor panjang seperti yang ada di sini. Jalan masuk dari Jl. Dr. Cipto sebenarnya tembus ke Jl. Kesehatan tetapi kondisinya aspal sudah terkikis/terkelupas. Tidak memungkinkan mobil lewat, juga motor kecuali yang suka olahraga trabas. Anda akan melewati goa Jepang dan bisa masuk ke dalamnya tapi harus berhati-hati karena tidak ada jaminan keamanan. Meski demikian, ada hal positif dari lokasi ini: sarana pendidikan untuk anak-anak untuk mengenal hewan yang hidup bebas, tidak dikerangkeng. Semoga nanti mereka peduli terhadap lingkungan. Oh iya, kalau ke sana tolong jangan buang sampah sembarangan. Bawa lagi kantong plastik bekas tempat makanan yang diberikan untuk monyet.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,yopie franz,5.0,4 tahun lalu,"Hutan kecil di tengah Kota Bandar Lampung. Semakin menarik karena ada banyak monyet yang hidup di sini.

Bukan hutan yang dikelola.secara khusus. Jadi jangan harap ada berbagai fasilitas.

Menarik dimampiri kalau ada waktu senggang. Menambah daftar tempat yang bisa dikunjungi di Bandar Lampung.

Seting kemari mengajak anak atau kawan.

Hati-hati saja kalau ingin mendekati atau memberi makan monyet.

Jangan beradu tatapan 😀",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Gondrong Petir,5.0,2 bulan lalu,"Pengunjung Jangan lupa sedekah makanan bwt onyet² yg lapar di sini,,,,dan sampah buang pd tempat nya,,,",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Imaa Queen,5.0,setahun lalu,"aku pikir jarak hutan kera ke hotek yang terbengkalai itu jauh... ternyata persis didepannya...

tapi hati2 yaa..kera nya hanpir mau nyerang kita.. lebih baik jaga jarak...

ga ada HTM...",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Riyadis Alfarizi,4.0,3 minggu lalu,Kurang mendapat perhatian dari pemerintah tapi satwa nya cukup menghibur,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Yul S,4.0,3 tahun lalu,Banyak monyetnya. Lumayan jinak.  Hanya kurang terawat. Tempatnya mudah di cari dengan Google Map. Parkiran bisa 5 mobil. Pengunjungnya silih berganti datangnya. Wilayah perumahan.,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Alexander Kurniawan,5.0,Diedit 2 tahun lalu,Membawakan mereka pisang dan memberikan secara baik2 membuat kita happy lho. Update 4 juni 23 kenapa jumlah monyet berkurang ya ? Semoga mereka baik2 aja,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Willy Cortez (Awie),5.0,10 bulan lalu,"tempat wisata yang tenang, angin mendesir desir, asik buat tidur,sabtu, 21 desember 24",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Rahman HD,5.0,2 tahun lalu,"Tempat wisata untuk jalan2 santai Nyore bersama keluarga, anak dan istri yanh dekat dan Gratis di Kota Bandar Lampung [bila kesini bawa pisang ya buat Monyet nya]",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Cecep channel,4.0,4 tahun lalu,"Tempat wisata yang lebih alami bisa melihat banyak monyet di alam rasanya jarang ada tempat seperti ini di bandar Lampung, teluk betung",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Deborah Natasha,5.0,setahun lalu,Lucu banget monyet-monyetnya bermartabat,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Abas Ade,5.0,6 tahun lalu,Taman moyet membuat kita untuk selalu melihat indahnya alam semesta dan tempat ini berhadapan langsung dengan teluk lampung.,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Fredi Irawan,5.0,6 tahun lalu,"Tempat yg asik menghilangkan penat selesai beraktifitas kerja atau kuliah. Dengan melihat kera kera lucu, sambil kita dapat memberikan sedikit makanan untuk kera kera tersebut. Jadi jangan lupa membawa sedikit buah atau roti jika berkunjung ke taman kera ya...",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,BangDuy ChanneL,4.0,11 bulan lalu,"Sayang banget kesini ujan,gak ada monyetnya",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Miftahul Respati,2.0,Diedit 8 bulan lalu,"Saya datang kesini pada awal December 2023. Tidak ada monyet sama seki, mungkin monyetnya sedang sibuk persiapan Ujian Akhir Sekolah.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Nugroho Riadi,4.0,6 tahun lalu,Pemandangannya dideket hutan kera nya bagus 👍🏻,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,MPU UAN,5.0,8 tahun lalu,"Tempat berwisata ekologi ditengah kota Bandarlampung, masuknya gratis, ada banyak monyet ekor panjang.",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Sri Yanto,5.0,2 tahun lalu,"Taman Wisata kera tempat kera berkumpul lokasi terletak di dekat Hotel Wijaya Kusuma yg sudah tidak beroprasi lagi, masuk bisa dari sebelah kantor Dinkes JL,dr Susilo pahoman, lebih asik bisa lihat lebih dekat wisata gratis kok,mo ber kunjung tiap hari juga boleh cuma tolong klo berkunjung bawakan makanan buat kera2 pisang atau apa lah kesukaan kera, jgn tangan kosong yg gaess... Kasian kera nya...nanti melongo... Ok selamat berkunjung...",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Panjul King,5.0,8 bulan lalu,seram ada penunggunya,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Imam Roi (Boy 88),5.0,4 tahun lalu,Alami.. Bagus.. Berada d tengah kota.. Sejuk dan banyak keranya,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Isti Qomah,5.0,2 tahun lalu,"Lumayan sejuk, tempat wisata gratis, dekat penginapan",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Irfan Maulana,5.0,setahun lalu,"taman kera adalah tempat wisata dimana dia memiliki kera"" yg berkeliaran dan tidak menggangu pengunjung. Disini juga kalian bisa melihat pemandangan Bandar Lampung, karna disini tempat nya tinggi",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,heni arizkya aprianto,5.0,4 tahun lalu,"Gimana yaa,, ga terawat, banyak sampah, dan ada bau2 ga sedap...
Tapi tempatnya adem sejuk, seharusnya si di kelola dengan baik yaa, disediakan tempat2 duduk untuk santai gitu..",,0x2e40da34a5024c39:0x45cc1c7913132f5f
Monkey Forest Tourism Park,Sella Sari,2.0,Diedit 4 tahun lalu,tempatnya unik padahal jarang ada tempat hutan yang banyak keranya dikota seperti ini namun sayang tidak adanya pihak pengelola dan penjaga.saran kalau yang membawa kendaraan pribadi tolong dilengkapi keamanan nya kemarin saya kesini kehilangan helm :) harap waspada saja sekiranya barang² yang penting lebih baik dibawa,,0x2e40da34a5024c39:0x45cc1c7913132f5f
Cilember Waterfall,N******,2.0,seminggu lalu,"Harga tiket masuk dr perhutani 28rb (weekend).

Parkir motor bayar 10rb, sudah termasuk penitipan helm. Bayar diawal masuk parkiran.

Di curug 7, smua tempat sudah di alas tikar berbayar (30rb), jadi susah utk cari tempat duduk sndri. Parah.

Utk toilet skligus kamar bilas, berbayar 5rb sekali masuk.

Lbh baik bwa makan & minum dari rumah, krn harga overpriced.

Suasana dingin dan masih asri, bahkan ada bbrapa monyet yg turun utk mencari makan.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,MARII,4.0,Diedit 2 minggu lalu,"saran aja klo mau hidup lebih mudah langsung ambil jalan ke curug 5.
JANGAN lewat curug 7 klo ga mau jalan gos-gosan dan jalur panjang banget
ada taman kupu2 bisa buat foto2
tapi KUPU2nya ga ada :(

curug 5 bagus air jernih dan lebih sepi dibanding curug 7
tempat main airnya juga banyak
bisa sewa tikar 25rb
ada warung untuk makan indomie sm minuman ringan sm snack
ada toilet 2rb
ada fotografer juga buat abadiin moment
1 foto 5rb

berkesan dan mau lagi kesini",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Onana Kurnia,5.0,2 minggu lalu,"Curug Cilember punya hingga 7 tingkatan air terjun yang indah. Tapi kalau ke sini harus siap fisik karena jalannya cukup ekstrem, apalagi saat hujan jalurnya jadi licin dan menantang.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Adiva Syaifullah,5.0,2 bulan lalu,"Bawa toddler ke curug cilember
Di hari biasa jadi ga terlalu antri
Jalan menanjak melewati tangga yg udh tersedia, tapi mesti tetap waspada, ada yg licin
Sepanjang rute bertemu monyet, lumayan banyak, berkeliaran bebas, namanya juga alam liar yah, yg bawa tentengan hati - hati aja

Terdapat warung - warung yg menjual makanan minuman jika lelah dan ingin istirahat di pertengahan jalan

Ada juga rumah kupu - kupu, semacam dome besar yg bisa dimasuki dan melihat kupu - kupu dari dekat
Kalau liat dome ini ingat kandang pteranodon di film jurassic world
Di sini banyak monyet juga yah

15 - 20 menit kemudian sampai di curug no. 7 (paling bawah dari 7 curug yg ada)
Untuk yg bawa balita paling ideal sampai sini aja
Karena curug selanjutnya 6 - 5 mesti naik lagi dan tangga nya jauh lebih curam

Kalau mau main air juga cocok nya di sini
Lumayan lah bisa nyemplung sebentar menikmati dingin nya air alami yg masih fresh

Ada penyewaan tikar, 30ribu
Toilet bilas 5rb
Tersedia kantong plastik juga berbayar 2rb tuk pakaian basah barangkali ada yg lupa bawa",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,danu ariwibowo,2.0,3 bulan lalu,"Sabtu, 12 Juli 2025 kami sekeluarga ngecamp yang ke-2 kalinya di sini, HTM ngecamp perorang @39,000, Parkir motornya @20,000 (krna parkir motornya termasuk mahal, jadi saya ngga kasih bintang full hehe🙏😁)
Sepi dari biasanya, padahal weekend, kemarin total yg ngecamp ada 3 tenda aja termasuk kami, berbeda waktu yg pertama ke sini, area camp sampe penuh.
cuaca full cerah..
flying fox sudah ngga ada
taman kupu2 jg udah lebih sedikit kupu2nya
ada terapi ikan @11,000.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,David Tuerah,5.0,4 bulan lalu,"Lokasi wisata yg affodable. Biaya masuk 28 ribu per orang, parkir mobil 11 ribu per org Juni 2025.
Dr pintu masuk ada penangkaran kupu kupu dan banyak tempat makannserta disediakan tempat untuk camping. Ke curug bisa menggunakan 2 jalur ke kiri jalur landai ke atas ke kanan, jalur tanjakan ke atas menggunakan jalur yang disusun dari bebatuan. Kalau sehabis hujan harus hati hati agak licin.
Curug 4, 5, 7 tidak terlalu jauh maksimal 20 menit sampai curug 4, curug 2 dan 3 butuh jarak tempuh sekitar 1 jam.
Hati hati licin dan kalau perjalanan menuju curug 3 banyak pacet dan lintah.
Di parkiran mobil maupun tempat makan di dekat pintu masuk tersedia kamar mandi yang cukup bersih dgn air yg dinginnnn.
Cukup bayar 4 ribu utk mandi.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Zaenal Muttaqin,5.0,2 bulan lalu,"Datang pagi pagi kesini di hari sabtu, suasana asri, hijau, adem, bikin mata seger, di jalan setapak menuju curug 1 tersedia spot untuk ngecamp dan warung yang menjajakan gorengan, mie rebus, kopi, minuman dan cemilan. Hati hati disini terkadang banyak monyet liar berkeliaran, monyet2 ini biasa ambil makanan yang tercecer, jangan sekali kali dikasih makanan karena akan ngejar2 yang kasih makan",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Rani Wulandari,5.0,4 hari lalu,"Aku suda sering sekaliii ke curug Cilember ini, sukak ajaaa…. Karna track nya enak gak terlalu jauh , selama tracking menikmati pemandangannya bangett bener bener dari awal naik sampe ke curug  nya super super estetikk parahhh!!!! Biasanya aku ke curug ini sama kawan kawan, tapi kali ini aku bawa suami ku🫶🫶 liburan pertama setelah hari pernikahan , kita memutuskan untuk ke alam rest dari pelak pelik kota yang bising🤓 ilvu suamiku yang manis",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Sakti Slipi (ShaQtea),5.0,3 bulan lalu,"Wisata Alam berupa Curug/Air terjun yang mempesona. Ada 7 Air terjun di Cilember ini. Di lengkapi warung, musholla, taman bermain dan juga camping ground, membuat destinasi ini menjadi salah satu tujuan Wisata area Puncak yang patut di pertimbangkan.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Ardhi Aliim,5.0,4 bulan lalu,"3 tahun lalu kesini bareng temen yg sama.
Rasanya bahagia sekali msh bsa jumpa dan cerita bersama mereka.
Penat langsung hilang kena deras nya air terjun 😊",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Made,5.0,6 bulan lalu,"Overall OK, HTM 28ribu/orang, pertama kali masuk disambut beberapa warung.   Urutan yang kami lihat :
- penangkaran kupu kupu, sebenarnya tempatnya bagus tapi kayak kurang dirawat (?) Kupu kupunya juga sedikit banget mungkin cuma ada 3 - 5 ekor
- curug 7, disini rame banget sama orang berendam, karena males terlalu rame akhirnya kami memutuskan naik ke curug 5
- perjalanan naik kurleb 30 menit, curugnya gak terlalu besar sebenarnya jadi ganti2an lah buat berendam sama orang lain, spot foto lumayan bagus buat yg mau foto
- kami gak naik ke curug 2, gak kuat kayaknya jauh ✌️

Sebenarnya berekspektasi lebih sama curug 5 nya, tapi segini aja udah OK kok. Sukses terus curug cilember",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,dila marfa,5.0,5 bulan lalu,"Tempat yg sejuk. Wisata alam yg meyenangkan dan menyegarkan. Selalu ramai pengunjung.

Karena bawa bocil2 cm main2 di curug 7. Setelah main di air terjun bisa langsung ke tempat makan dekat curug. Harganya terjangkau dan banyak varian menunya dan rasanya ga mengecewakan",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Agung Abu Amar,5.0,4 bulan lalu,Lokasinya bagus tempatnya bersih dan alami cuma airnya gk jernih  cocok untuk berkeluarga atau sama pasangan dan ada curug 5 nya naik lagi ke atas jika fisik gk kuat jangan maksa naik ke curug 5 karena naik tangga trus ke atas untuk harga tiket hari libur 28k posisi lokasi selalu nanjak ke atas disarankan jangan naik mobil,,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Willyam,5.0,Diedit 2 bulan lalu,"Jalurnya ga ada pungli, akses masuk gampang, tiket terjangkau, tempatnya juga bersih. Mines di kamar mandinya yang jorok.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Arif Lina,5.0,3 bulan lalu,"Asri , sejuk , bersih dan ramai , anak"" maupun orangtua senang menikmati alam dan air terjun , ada binatang monyet dan kupukupu .",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Apriliautami Utami,5.0,2 bulan lalu,"curugnya ada banyak jadi bisa pilih pilih dan ga bosen, orang orang disana ramah ramah dan baik baik. makanannya juga enak enak tempatnya yang asri, rapih dan ramai jadi seruu, suasananya yang sejuk.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Sulistianing Ambarwati,5.0,2 bulan lalu,"Seru banget buat liburan brg keluarga krn kids friendly. Ga perlu jalan jauh ke atas dan harga tiket ya jelas ga ada pungli. Tempat makan ada, kamar mandi ada, lengkap",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Sudarno Ahmad Queen,1.0,4 minggu lalu,Bagus. Yang jelekk parkirannya mahal. Motor 10.000dan bayar d muka. Mahal,,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Ipung80 Lpg,4.0,6 bulan lalu,"Curug yg indah...
Untuk camping bersama teman dan keluarga sdh tersedia..
Tempat ibadah pun ada.. Toilet banyak dan bersih..
Alam yg sejuk dan asri...
Hanya ad beberapa spot yg hrus dirapihkan kembali alias direnovasi.. Tetap jaga kebersihan...",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Aini Khoirunnisa,4.0,3 bulan lalu,"pengalaman yg membagongkan wkwk, motor mogok pas mau pulang nya. tpi di Curug nya tempatnya bagus bersih bgt masih terjaga alam nya.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,celine hutagalung,5.0,4 bulan lalu,"buat yg punya anak kecil kayanya oke si karna banyak spot spot yang bisa buat main dan foto foto dicurug 5, buat yang suka nanjak bisa naik ke curug nya yg lumayan menguras tenaga. kemarin sampai di curug 2, dan ga naik lagi ke curug 1 karna ternyata diatas banyak monyet. tolong dikasih caution aja tanda biar pengunjung yg mau naik aware, jujur kaget bgt si.
tiket nya terjangkau dan teratur 28rb/orang. tiket parkir dijaga akamsi, 10rb/motor.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Sulastri Lastri,5.0,5 bulan lalu,Bru pertma kali kesini hrga tiket terjangkau bgus adem bnyk curuk cuma sanggup yg dkt2 kaki udh lemes pas mau turun hujan deres neduh di tmpt tiket msk,,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,zahra hf,5.0,3 bulan lalu,"View bagus banget masya allah. Tapi bagi yg asma jangan coba2 tracking keatas, ada 7 curug, tangga nya mayan curam tapi bagus. Mungkin bagi kalian yg suka tracking ini cocok",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Upit Asr,5.0,2 bulan lalu,"Curug yang mudah dicapai dari jalan raya puncak, sangat menyenangkan untuk dikunjungi, tarif 28rb per orang karcis resmi, parkir motor 10rb, masih sangat wajar, suasana alam sepanjang trekking menuju air terjun sangat menyegarkan lahir batin.",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Tasya,5.0,4 bulan lalu,"Gaisss ini Curug no pungli, video hiking nyaa itu gausah dihiraukan yaaa karena buat naik kecurug bukan lewat jalan itu. Untuk naik kesana sudah sangat bagusss naik tangga. Parkir luasss dan di sini ada lebih dari satu Curug. Menyenangkan",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,R Fitrya R,5.0,5 bulan lalu,"Acara tour sekolah Yapia, sambil bernostalgia mengenang jaman kuliah 25 tahun yang lalu, kalo lagi gabut pasti mainnya ke Curug Cilember.. 😃 Tapi sekarang sudah enak yaa, dari Vila ke pintu masuk Curug Cilember jaraknya deket banget.. Terus jalur treknya juga sudah enak banget.... Belum puas sih, cuma bisa treking ke Curug 7 aja.. Semoga next kunjungan bisa sampe Curug 1 yaaa.. 😃😃👍👍",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Erna Priyambodo,5.0,2 bulan lalu,Nyaman disini... tenang dan melihat pemandangan hijau yang menyegarkan. Hawanya sangat dingin saat malam,,0x2e69c827b09934ad:0xf8c4b77be871be9a
Cilember Waterfall,Isram Ard,5.0,4 bulan lalu,"Good View , Keren, Harga sangat ramah..
Akses mudah, Fasilitas Lengkap  , Harga jajanan standart murah....

Cukup lah buat tracking tipis tipis 😁🙏🙏
Htm 28rb /orang *weekdays
Parkir motor 10rb",,0x2e69c827b09934ad:0xf8c4b77be871be9a
Wisata Puncak Vietnam,Abang Enji,5.0,4 bulan lalu,Viewnya bagus. Tapi jalan menuju puncak lumayan menanjak dan terjal.,,0x2e40d1dfa99f44ff:0x98afae67d78104e5
Wisata Puncak Vietnam,Alexander Atan,4.0,8 bulan lalu,"Berhati hati memahami lokasi ini, puncak kampung dll semua menggunakan nama vietnam, akibatnya salah dan bingung lilih lokasi . Jd untuk review mungkin perlu di cek ulang.

Biaya masuk disini 10.rb per orang",,0x2e40d1dfa99f44ff:0x98afae67d78104e5
