title,user_name,rating,review_text
Hutan Kertas,LA Media Cipta,5.0,"Kaya kurang terawat, kamar mandinya banyak sarang laba², lahan perkemahannya becek klo hujan, Saran aja lebih bagus dikonblok setiap kavling perkemahannya."
Batu Tumpang,Daffa Wahyu,4.0,"Untuk tempat sendiri adalah danau buatan sangat dalam untuk anak anak disarankan hanya main di pinggir saja dan tetap pantau anak anaknya dengan baik agar tidak terjadi hal tidak menyenangkan. Terdapat colokan listrik hanya perlu bawa roll kabel, toilet tersedia 4 hanya saja suka mampet untuk saluran airnya dan kotor. Untuk musolla tidak disediakan didalam bisa keluar diarea parkiran atau bisa menggunakan tempat kantin hanya saja karpetnya kotor banyak tumpahan kopi, pop mie dll. Untuk pengunjung dimohon selalu menjaga kebersihan dikarenakan terdapat sampah yang menggunung dibelakang kamar mandi. Untuk harga sangat terjangkau terutama jika ingin mendirikan camp sendiri jika ingin tidur di gazebo dikenakan biaya. Untuk jalan ke lokasi sangat buruk masih bebatuan padahal bayar jalan juga. area parkir jika hujan belok karena masih tanah sehingga perlu jalan jika membawa barang banyak perlu beberapa kali balik"
Taman Waduk Pluit,Djemba Dje,5.0,"Tempat camping cukup luas, hanya saja kontur tanah tidak semua rata. Toilet tersedia 4 kamar dengan bangunan lama, ada toilet baru (3 kamar) yang sdh direnovasi di belakang warung. Warung hanya buka pagi sampai sore, menu hanya tersedia nasi goreng dan nasi pecel. Bawa uang tunai, karena tidak menerima bayar digital. Sinyal ada, walaupun kadang hilang. Listrik ada, mushola ada. Lokasi tidak jauh dari tempat parkir. Cocok untuk berlibur dengan keluarga karena ada telaga untuk berenang. Hati-hati kedalaman air bervariasi. Suhu udara cukup dingin, jangan lupa bawa jaket."
Taman Blambangan,Garuu_ kun,5.0,"Asri sekali, kolam buatan dengan sumber dari mata air yg luas dgn kedalaman bervariasi.. Area camping ground cukup luas.. Hanya perlu diratakan kembali untuk spot camping yg dekat dengan telaganya"
Wisata Alam Kesek,Imam Pratiknjo,4.0,"Airnya dingin sekali, Ditambah hawa rintik hujan tipis2, HTM 10k…"
Wisata Pantai Talang Siring Pamekasan,Syamsul Alim,4.0,Area telaga batu nya tidak terlalu besar tapi cukuplah buat keluarga nikmatin kolam telaga sama rimbunnya pohon pohon.Air kolam nya dingin.toilet ada.kantin juga ada
Pantai Pancur,Kevin Gianpantun Imanuel,1.0,"Viewnya bagus terlebih lagi kalo hujan langsung turun kabutnya.  Sekalian liat lutung bergelantungan hahaha.
Penjaganya juga ramah, hp sodara saya ke cemplung ke telaganya trs langsung gercep si penjaganya buat ngambilin. Dan hebatnya sekali nyelam langsung dpt hpnya, tertolong sekali. Mungkin akan balik lg kesini pokonya."
Bunut Bolong,Wahyu Widiastuti,5.0,"Camping ground dengan fasilitas dan pesona alam yg biasa saja, air di fasilitas kotor dan kadang mati, parkiran sempit dan kawasan banyak pungutan lingkungan, sementara akses jalan masih jelek. Petugas dan pengurus ramah dan kooperatif.

cukup seru untuk camping dengan teman/keluarga.

kalau kesini prefer bawa tools2 camping sendiri, untuk tools2 yg disewakan kurang proper.

Overall, boleh dicoba. Tp ga rekomen..."
Taman Tajamara,VICKY DANANG HARDIANSYAH,5.0,"Kolam nya luas, tempatnya sejuk, bisa camping, bisa nginap, ada saung, mushola, kantin. Enak untuk liburan disini"
Bukit Belong,VICKY DANANG HARDIANSYAH,5.0,"Happy ending dari perjalanan berbatu dan menanjak curam, tempat yg indah ada kolam renang air alam tanpa kaporit hutan sekeliling ada tempat berkemah, homestay kecil.
Silahkan jelajahi tempat ini. Telaga batu"
Kampung Wisata Ciwaluh,Ciaba'al Tv,4.0,KLO parkir mending di depan saung teh ayu lebih murah..
Pemandian Tirto Sari,Vany Kurnia,4.0,"pokonya jernih bgt airnya, enaknya ke GB banyak wisata2 baru ga cumua curug aja. Tempatnya strategis bgt si, kalau mau ke curug pangeran bisa deket bgt, mau ke ranggon Hills jg bs. Karena jalannya 1 akses 3wisata. Mantaaap kan wkwkwk kalau kalian mau nikamatin alam tapi males kecurug cocok kesini sih, oya 1lg ada ayunannya juga jd tambah estetik kalau mau foto hehehe kesini pas weekday aja yaak jd bs bnr2 menikmati suasananya dan ga berebutan main ayunannya hehe"
Exotic Mengare,Daffa Wahyu,5.0,"Tempat yg lumayan enak buat duduk² santai krn banyak penjual makanan dan jajanan sambil ditemani aliran sungai cisadane..
Kadang jg suka ada yg mancing.
Harga jajanan sangat terjangkau.
Kadang ada pengamen dan ada tempat parkir kendaraan didepan mushola."
Wisata Pinus Pananjung,Abu Yasit,4.0,"Pulang dr tangcity singgah kesini sebentar 😍 lumayan bagus karena syukurnya bersih ya, good 👍 org2 pd ga buang sampah sembarangan. Asal pd sadar akan kebersihan tempat apapun pasti akan enak dilihat sih, jd pengunjung nyaman. Semogakampung bekelir tetap dijaga dilestarikan karena bagus mnrtku sangat berwarna ☺🌻"
Mangrove Karangkiring,hendra budi,5.0,"haii, saya disini mau kasih pendapat tentang kampung berkelir babakan terutama untuk gang di samping alfamart.
buat kalian yang mau tinggal di sana atau yang cuma berkunjung saja tolong hati hati ya karna ternyata banyak sekali copet, saya dan rekan² kerja sudah berkunjung kesana 2 x untuk berfoto foto dan masuk ke dalam eh malah kehilangan dompet dan hp. saya sudah melaporkan ke rt tapi sampai sekarang engga ada kabar apa apa tapi it's okey saya engga bakal masalahin lagi tapi sekali lagi saya sarankan untuk yang baru mau pindah ke kampung berkelir atau yang cuma berkunjung saja, tolong sekali jaga barang barang anda dan jaga diri anda
terimakasii. see you"
Havana Hills,MElica Aprilianti,5.0,Kampung bekelir terdapat dermaga kecil yang biasa kami gunakan untuk drop perahu karet dan rafting di sungai Cisadane. Lokasi dekat dengan jembatan merah dan cocok untuk melihat sunset. Namun di beberapa titik dekat jembatan masih banyak pusaran sampah dan di beberapa titik airnya bau. Untuk kampung bekelir sendiri tempatnya nyaman dan banyak penjual makanan dan warung kopi cocok untuk sambil menunggu sunset. Dan yang identik dengan kampung bakelir ialah bangunannya yang berwarna warni.
Taman Kemang Pratama,Ciaba'al Tv,5.0,"Sebuah perkampungan yang ada di jalan kalipasir, kota Tangerang. 300 rumah warga yang dicat warna warni, dengan icon tulisan kampung bekelir di pinggir kali Cisadane."
Suramadu View Point,Irwan Lylac,5.0,"Ga nyangka bisa ambil spot foto disini,krn lg nginep di fika rooms deket tangcity mall..aku dan suami nyempetin jogging smpai disini"
Tomb Complex Ratu Ibu,Jundi Azzam Firdaus,5.0,"Pemanfaatan lahan di sepanjang bantaran sungai Cisadane memberikan ruang publik yang kreatif, bersih, nyaman dan menarik. Tempat ini bisa dijadikan tujuan wisata murah meriah oleh warga lokal. Adanya warung-warung kuliner menambah kelengkapan fasilitas. Serta toilet umum yang turut dijaga kebersihannya. Pemandangan sungai Cisadane menjadi daya tarik utama pengunjung. Pada siang hari yang panas, terasa nikmat sekali duduk di bawah naungan pepohonan yang ada di sepanjang area sambil menikmati segelas es.
Acungan jempol untuk kerja kerasnya menjadikan tempat ini sebagai sarana wisata warga lokal."
Satria Gatotkaca Park,Garuu_ kun,3.0,Warna warni catnya sudah pudar aih jafi kurang menarik
Desa Wisata Edukasi Cisaat ᮓᮦᮞ ᮝᮤᮞᮒ ᮆᮓᮥᮊᮞᮤ ᮎᮤᮞᮃᮒ᮪,Kevin Gianpantun Imanuel,5.0,"Iseng gowes kesini bareng @Galangdwiprastomo dan @brigade_subuh. Acara Rabo Rabo team Marshall GOTARA dari grup IG @Roda Petualang. Start jam 06.30 sampai sana jam 9.00 sempet mampir ke pasar lama Tanggerang buat isi perut. Padahal udh sarapan sebelumnya.
Ketemu ketoprak maknyus sesuai resep rahasia saya..
Kelar foto foto buat msukin di IG @Roda Petualang Jakarta utara kita balik Jakarta.."
Wisata Bukit Kehi,Panjul King,5.0,Lapak ILUNI 80.... tempat nongkrong alumni STM 80 Tangerang
Dermaga Rindu,Fachrurrazie Yusoef,4.0,"Banyak piliham pelastik disini dari yang kecil sampe yang gede
Buat kalian yang suka dan mau nyari pelastik pot dll silahkan mampir
Tokonya sebelah kampung berkelir tangerang posisinya"
Kawasan Pariwisata Nusa Dua,yuda pura,5.0,"Seruuu buat tempat ngemper low budget dan dadakan buat diskusi sama temen-temen sambil minum es kuwut wkwkwk.
Malem-malem banyak orang mancing hahahah.
Anginnya mantuliti kayak di pinggir pantai."
Wisata Mangrove Kedatim,MElica Aprilianti,5.0,Sepedaan bareng anak keliling tangerang kota
Air Terjun Toroan,Vina Septiana W,5.0,"Mengunjungi Kampung berkelir memberikan nuansa yg berbeda, banyak lukisan yang terlihat nyata, berbagai warna warni menambah hidup suasana kampung."
Wisata Puncak Vietnam,Yus Harianto,5.0,"Seru buat nongkrong, apalagi makan seblak atau mi kwah
Enaakk murce lagi.. Saking rame jadi ngantri makan disini.."
Situ Rawa Gede (wisata alam),Djemba Dje,5.0,"Tempatnya asyik buat nongkrong,banyak anak2 muda dan tempat makanan dengan harga yg terjangkau"
Taman Wisata Selorejo,TukanG NgaLadoG,5.0,sya mengira kampung bekelir tempat wisata ternyata hanya rumahh yg di hias dengan warna warni yg indah
Kampung Bekelir,Panjul King,5.0,Untuk sekedar istirahat sejenak dan selfie dengan latar belakang aliran sungai besar cukup lumayanlah...
Situs DuplangKamal,Jundi Azzam Firdaus,5.0,Mampir disini makan nasi uduk
Batu Tumpang,Slamet Nur,5.0,Lokasi cukup lumayan dan dekat pusat kuliner Kota Tamgerang Untuk Weekend oke lah...
Obyek Wisata Taman Rekreasi Kota Bangkalan,LA Media Cipta,3.0,terakhir kesana 21/01/2024 mlm minggu malah sepi 😞😞
Mother's eyes travel Aer Arosbaya,Ciaba'al Tv,5.0,"cukup menarik, spot foto banyak, warga ramah ramah"
Desa Wisata Saung Ciburial,Garuu_ kun,5.0,"Tempat yang enak untuk bersantai, apalagi diwaktu malam hari."
Pemandian Tirto Sari,Imam Pratiknjo,2.0,Salah Satu Spot Di Tangerang Untuk tempat Healing yg Murmer dan Bisa Sambil makan Jajanan
Pantai Jumiang,MasRul Channel,5.0,Tempat makannya enak lumayan lah biar nongkrong
Monkey Forest Tourism Park,Wahyu Widiastuti,5.0,Rumah krus aku ada di sini d gang dua hehehehe jangan galakin krus aku ya
Pemandian Sumber Pocong,Purwadhi Purwadhi,5.0,Tempat yg penuh dgn kenangan smpai tak bs d jelaskan dgn kta kta
Leuwi Hejo,Vany Kurnia,4.0,Drever gojekk.. pemainn poodd ka gopod y ka.. jngn smpe slah orderrrr ka y mksiihhhh
Wisata Alam Somber Rajeh,Panjul King,4.0,"Hutan Kera/ Monyet berada di belakang Dinas Kesehatan Provinsi Bandar Lampung, karena mungkin ini  awalnya mirip hutan kota tapi kesannya tidak terawat dan kera liar dibiarkan berkembang biak disini maka jadilah Hutan Kera.  Lebih banyak monyet liar di sisi sebelah bawah (dekat sumur) daripada dibagian atas. Jika beruntung bisa lihat anak kera yang digendong induknya."
Air Terjun Kali Pedati,Shela Marlina,5.0,"Tempat wisata ini kurang terawat, banyak sampah berserakan. Mungkin karena pengunjung kesini membuang sampah seenaknya saja. Lokasi ini terletak di sebelah bekas hotel hartono yang saat ini sudah tutup. Gerbang hutan keranya di jalan dari arah sarijo, padahal akses terdekatnya dari arah dinas kesehatan. Tapi tidak salah untuk berkunjung kesini. Jangan lupa bawa oleh oleh makanan untuk monyet yang ada disini, kacang kulit, pisang, biji2an atau buah. Jangan tinggalkan sampah plastik atau sampah lain yang tidak bisa terurai disini demi menjaga kelestarian dan kebersihan lingkungan sekitar"
Mangrove Karangkiring,Jundi Azzam Firdaus,5.0,"Kera nya banyak, cuma kurang tempat sampah aja."
Puncak Ratu Pamekasan,Ryan Almer,5.0,"Lumayan hiburan utk anak2, bisa lihat monyet liar di habitat aslinya.

Lokasi di perumahan, masuk dari jalan di samping dinas kesehatan prov lampung,

Hiburannya ia bener2 cuma lihat monyet iaa,  kalo untuk interaksi lainnya tidak disarankan. Krn monyet liar... pernah ada teman yg dicakar , jd harus hati2.. baiknya lihat dari jauh atau dr dalam mobil saja."
Bungursari Lake Park,Novia Lutviana,4.0,"Jika masuk dari arah Jl. Dr. Cipto maka akan menemukan gapura bertuliskan Selamat Datang di Taman Wisata Hutan Kera. Saya agak keberatan dengan nama tempat ini. Pertama, ini bukan taman karena lebih mirip area kosong dibiarkan sehingga tanaman tumbuh sendirinya. Kedua, tidak ada kera di sana, yang ada adalah monyet. Kera dalam bahasa Inggris disebut ape, tidak punya ekor panjang (simpanse, gorila) sedangkan monyet disebut monkey, memiliki ekor panjang seperti yang ada di sini. Jalan masuk dari Jl. Dr. Cipto sebenarnya tembus ke Jl. Kesehatan tetapi kondisinya aspal sudah terkikis/terkelupas. Tidak memungkinkan mobil lewat, juga motor kecuali yang suka olahraga trabas. Anda akan melewati goa Jepang dan bisa masuk ke dalamnya tapi harus berhati-hati karena tidak ada jaminan keamanan. Meski demikian, ada hal positif dari lokasi ini: sarana pendidikan untuk anak-anak untuk mengenal hewan yang hidup bebas, tidak dikerangkeng. Semoga nanti mereka peduli terhadap lingkungan. Oh iya, kalau ke sana tolong jangan buang sampah sembarangan. Bawa lagi kantong plastik bekas tempat makanan yang diberikan untuk monyet."
Taman Langit Gunung Banyak,oxthonk kumbara212,5.0,"Hutan kecil di tengah Kota Bandar Lampung. Semakin menarik karena ada banyak monyet yang hidup di sini.

Bukan hutan yang dikelola.secara khusus. Jadi jangan harap ada berbagai fasilitas.

Menarik dimampiri kalau ada waktu senggang. Menambah daftar tempat yang bisa dikunjungi di Bandar Lampung.

Seting kemari mengajak anak atau kawan.

Hati-hati saja kalau ingin mendekati atau memberi makan monyet.

Jangan beradu tatapan 😀"
Situ Rawa Gede (wisata alam),Ciaba'al Tv,5.0,"Pengunjung Jangan lupa sedekah makanan bwt onyet² yg lapar di sini,,,,dan sampah buang pd tempat nya,,,"
Nangka Waterfall,Rendy Syauqy Hasan,5.0,"aku pikir jarak hutan kera ke hotek yang terbengkalai itu jauh... ternyata persis didepannya...

tapi hati2 yaa..kera nya hanpir mau nyerang kita.. lebih baik jaga jarak...

ga ada HTM..."
Telaga Batu,Dapur Khanza,4.0,Kurang mendapat perhatian dari pemerintah tapi satwa nya cukup menghibur
Arema Blue Village,Mohammad Anom,2.0,Banyak monyetnya. Lumayan jinak.  Hanya kurang terawat. Tempatnya mudah di cari dengan Google Map. Parkiran bisa 5 mobil. Pengunjungnya silih berganti datangnya. Wilayah perumahan.
Kampung Wisata Ciwaluh,MElica Aprilianti,4.0,Membawakan mereka pisang dan memberikan secara baik2 membuat kita happy lho. Update 4 juni 23 kenapa jumlah monyet berkurang ya ? Semoga mereka baik2 aja
Kampung Wisata Ciwaluh,Lussy Andri,5.0,"tempat wisata yang tenang, angin mendesir desir, asik buat tidur,sabtu, 21 desember 24"
Taman Blambangan,Abu Yasit,5.0,"Tempat wisata untuk jalan2 santai Nyore bersama keluarga, anak dan istri yanh dekat dan Gratis di Kota Bandar Lampung [bila kesini bawa pisang ya buat Monyet nya]"
Wisata Alam Kesek,Ciaba'al Tv,5.0,"Tempat wisata yang lebih alami bisa melihat banyak monyet di alam rasanya jarang ada tempat seperti ini di bandar Lampung, teluk betung"
Puncak Wanagiri,Fachrurrazie Yusoef,5.0,Lucu banget monyet-monyetnya bermartabat
Batu Tumpang,TukanG NgaLadoG,5.0,Taman moyet membuat kita untuk selalu melihat indahnya alam semesta dan tempat ini berhadapan langsung dengan teluk lampung.
Wisata Kota Tua Jakarta,MasRul Channel,5.0,"Tempat yg asik menghilangkan penat selesai beraktifitas kerja atau kuliah. Dengan melihat kera kera lucu, sambil kita dapat memberikan sedikit makanan untuk kera kera tersebut. Jadi jangan lupa membawa sedikit buah atau roti jika berkunjung ke taman kera ya..."
Kampung Bekelir,yuda pura,5.0,"Sayang banget kesini ujan,gak ada monyetnya"
Pantai Pathek Situbondo,Rio Putra,2.0,"Saya datang kesini pada awal December 2023. Tidak ada monyet sama seki, mungkin monyetnya sedang sibuk persiapan Ujian Akhir Sekolah."
Wisata Alam Somber Rajeh,Wahyu Widiastuti,2.0,Pemandangannya dideket hutan kera nya bagus 👍🏻
Taman Pandang Istana,MR Ilman Huda,4.0,"Tempat berwisata ekologi ditengah kota Bandarlampung, masuknya gratis, ada banyak monyet ekor panjang."
Obyek wisata Pantai Alam Indah (PAI),Jundi Azzam Firdaus,5.0,"Taman Wisata kera tempat kera berkumpul lokasi terletak di dekat Hotel Wijaya Kusuma yg sudah tidak beroprasi lagi, masuk bisa dari sebelah kantor Dinkes JL,dr Susilo pahoman, lebih asik bisa lihat lebih dekat wisata gratis kok,mo ber kunjung tiap hari juga boleh cuma tolong klo berkunjung bawakan makanan buat kera2 pisang atau apa lah kesukaan kera, jgn tangan kosong yg gaess... Kasian kera nya...nanti melongo... Ok selamat berkunjung..."
Kawasan Pariwisata Nusa Dua,Dapur Khanza,2.0,seram ada penunggunya
Pantai Pathek Situbondo,Garuu_ kun,5.0,Alami.. Bagus.. Berada d tengah kota.. Sejuk dan banyak keranya
Monkey Forest Tourism Park,Ciaba'al Tv,5.0,"Lumayan sejuk, tempat wisata gratis, dekat penginapan"
Situ Rawa Gede (wisata alam),Rachmi Pramono,5.0,"taman kera adalah tempat wisata dimana dia memiliki kera"" yg berkeliaran dan tidak menggangu pengunjung. Disini juga kalian bisa melihat pemandangan Bandar Lampung, karna disini tempat nya tinggi"
Wisata Puncak Vietnam,Arnet Hugo,5.0,"Gimana yaa,, ga terawat, banyak sampah, dan ada bau2 ga sedap...
Tapi tempatnya adem sejuk, seharusnya si di kelola dengan baik yaa, disediakan tempat2 duduk untuk santai gitu.."
Suroboyo Park,MasRul Channel,5.0,tempatnya unik padahal jarang ada tempat hutan yang banyak keranya dikota seperti ini namun sayang tidak adanya pihak pengelola dan penjaga.saran kalau yang membawa kendaraan pribadi tolong dilengkapi keamanan nya kemarin saya kesini kehilangan helm :) harap waspada saja sekiranya barang² yang penting lebih baik dibawa
Jembatan Gantung Situ Gunung 555,Diana Rose,5.0,"Harga tiket masuk dr perhutani 28rb (weekend).

Parkir motor bayar 10rb, sudah termasuk penitipan helm. Bayar diawal masuk parkiran.

Di curug 7, smua tempat sudah di alas tikar berbayar (30rb), jadi susah utk cari tempat duduk sndri. Parah.

Utk toilet skligus kamar bilas, berbayar 5rb sekali masuk.

Lbh baik bwa makan & minum dari rumah, krn harga overpriced.

Suasana dingin dan masih asri, bahkan ada bbrapa monyet yg turun utk mencari makan."
Wisata Kota Tua Jakarta,oxthonk kumbara212,5.0,"saran aja klo mau hidup lebih mudah langsung ambil jalan ke curug 5.
JANGAN lewat curug 7 klo ga mau jalan gos-gosan dan jalur panjang banget
ada taman kupu2 bisa buat foto2
tapi KUPU2nya ga ada :(

curug 5 bagus air jernih dan lebih sepi dibanding curug 7
tempat main airnya juga banyak
bisa sewa tikar 25rb
ada warung untuk makan indomie sm minuman ringan sm snack
ada toilet 2rb
ada fotografer juga buat abadiin moment
1 foto 5rb

berkesan dan mau lagi kesini"
Wisata Kampung Pasir,Garuu_ kun,5.0,"Curug Cilember punya hingga 7 tingkatan air terjun yang indah. Tapi kalau ke sini harus siap fisik karena jalannya cukup ekstrem, apalagi saat hujan jalurnya jadi licin dan menantang."
Bukit Sewu Sambang,LA Media Cipta,5.0,"Bawa toddler ke curug cilember
Di hari biasa jadi ga terlalu antri
Jalan menanjak melewati tangga yg udh tersedia, tapi mesti tetap waspada, ada yg licin
Sepanjang rute bertemu monyet, lumayan banyak, berkeliaran bebas, namanya juga alam liar yah, yg bawa tentengan hati - hati aja

Terdapat warung - warung yg menjual makanan minuman jika lelah dan ingin istirahat di pertengahan jalan

Ada juga rumah kupu - kupu, semacam dome besar yg bisa dimasuki dan melihat kupu - kupu dari dekat
Kalau liat dome ini ingat kandang pteranodon di film jurassic world
Di sini banyak monyet juga yah

15 - 20 menit kemudian sampai di curug no. 7 (paling bawah dari 7 curug yg ada)
Untuk yg bawa balita paling ideal sampai sini aja
Karena curug selanjutnya 6 - 5 mesti naik lagi dan tangga nya jauh lebih curam

Kalau mau main air juga cocok nya di sini
Lumayan lah bisa nyemplung sebentar menikmati dingin nya air alami yg masih fresh

Ada penyewaan tikar, 30ribu
Toilet bilas 5rb
Tersedia kantong plastik juga berbayar 2rb tuk pakaian basah barangkali ada yg lupa bawa"
Lumintang Park,Ryan Almer,5.0,"Sabtu, 12 Juli 2025 kami sekeluarga ngecamp yang ke-2 kalinya di sini, HTM ngecamp perorang @39,000, Parkir motornya @20,000 (krna parkir motornya termasuk mahal, jadi saya ngga kasih bintang full hehe🙏😁)
Sepi dari biasanya, padahal weekend, kemarin total yg ngecamp ada 3 tenda aja termasuk kami, berbeda waktu yg pertama ke sini, area camp sampe penuh.
cuaca full cerah..
flying fox sudah ngga ada
taman kupu2 jg udah lebih sedikit kupu2nya
ada terapi ikan @11,000."
Cisadane Walk,Rachmi Pramono,5.0,"Lokasi wisata yg affodable. Biaya masuk 28 ribu per orang, parkir mobil 11 ribu per org Juni 2025.
Dr pintu masuk ada penangkaran kupu kupu dan banyak tempat makannserta disediakan tempat untuk camping. Ke curug bisa menggunakan 2 jalur ke kiri jalur landai ke atas ke kanan, jalur tanjakan ke atas menggunakan jalur yang disusun dari bebatuan. Kalau sehabis hujan harus hati hati agak licin.
Curug 4, 5, 7 tidak terlalu jauh maksimal 20 menit sampai curug 4, curug 2 dan 3 butuh jarak tempuh sekitar 1 jam.
Hati hati licin dan kalau perjalanan menuju curug 3 banyak pacet dan lintah.
Di parkiran mobil maupun tempat makan di dekat pintu masuk tersedia kamar mandi yang cukup bersih dgn air yg dinginnnn.
Cukup bayar 4 ribu utk mandi."
Gunung Kapur Suci,Mohammad Anom,5.0,"Datang pagi pagi kesini di hari sabtu, suasana asri, hijau, adem, bikin mata seger, di jalan setapak menuju curug 1 tersedia spot untuk ngecamp dan warung yang menjajakan gorengan, mie rebus, kopi, minuman dan cemilan. Hati hati disini terkadang banyak monyet liar berkeliaran, monyet2 ini biasa ambil makanan yang tercecer, jangan sekali kali dikasih makanan karena akan ngejar2 yang kasih makan"
Taman Pandang Istana,anugerah pratama,1.0,"Aku suda sering sekaliii ke curug Cilember ini, sukak ajaaa…. Karna track nya enak gak terlalu jauh , selama tracking menikmati pemandangannya bangett bener bener dari awal naik sampe ke curug  nya super super estetikk parahhh!!!! Biasanya aku ke curug ini sama kawan kawan, tapi kali ini aku bawa suami ku🫶🫶 liburan pertama setelah hari pernikahan , kita memutuskan untuk ke alam rest dari pelak pelik kota yang bising🤓 ilvu suamiku yang manis"
Pantai Pancur,Kukuh Cakra D,4.0,"Wisata Alam berupa Curug/Air terjun yang mempesona. Ada 7 Air terjun di Cilember ini. Di lengkapi warung, musholla, taman bermain dan juga camping ground, membuat destinasi ini menjadi salah satu tujuan Wisata area Puncak yang patut di pertimbangkan."
Obyek Wisata Pacalan Paninggaran,Lussy Andri,4.0,"3 tahun lalu kesini bareng temen yg sama.
Rasanya bahagia sekali msh bsa jumpa dan cerita bersama mereka.
Penat langsung hilang kena deras nya air terjun 😊"
Pantai Pasir Putih Tlangoh,Abu Yasit,5.0,"Overall OK, HTM 28ribu/orang, pertama kali masuk disambut beberapa warung.   Urutan yang kami lihat :
- penangkaran kupu kupu, sebenarnya tempatnya bagus tapi kayak kurang dirawat (?) Kupu kupunya juga sedikit banget mungkin cuma ada 3 - 5 ekor
- curug 7, disini rame banget sama orang berendam, karena males terlalu rame akhirnya kami memutuskan naik ke curug 5
- perjalanan naik kurleb 30 menit, curugnya gak terlalu besar sebenarnya jadi ganti2an lah buat berendam sama orang lain, spot foto lumayan bagus buat yg mau foto
- kami gak naik ke curug 2, gak kuat kayaknya jauh ✌️

Sebenarnya berekspektasi lebih sama curug 5 nya, tapi segini aja udah OK kok. Sukses terus curug cilember"
Taman Blambangan,Ryan Almer,5.0,"Tempat yg sejuk. Wisata alam yg meyenangkan dan menyegarkan. Selalu ramai pengunjung.

Karena bawa bocil2 cm main2 di curug 7. Setelah main di air terjun bisa langsung ke tempat makan dekat curug. Harganya terjangkau dan banyak varian menunya dan rasanya ga mengecewakan"
Wisata Mangrove Kedatim,yuda pura,5.0,Lokasinya bagus tempatnya bersih dan alami cuma airnya gk jernih  cocok untuk berkeluarga atau sama pasangan dan ada curug 5 nya naik lagi ke atas jika fisik gk kuat jangan maksa naik ke curug 5 karena naik tangga trus ke atas untuk harga tiket hari libur 28k posisi lokasi selalu nanjak ke atas disarankan jangan naik mobil
Bukit Belong,NONNA NONIK,5.0,"Jalurnya ga ada pungli, akses masuk gampang, tiket terjangkau, tempatnya juga bersih. Mines di kamar mandinya yang jorok."
Kampung Wisata Ciwaluh,Panjul King,5.0,"Asri , sejuk , bersih dan ramai , anak"" maupun orangtua senang menikmati alam dan air terjun , ada binatang monyet dan kupukupu ."
Wisata Pinus Pananjung,Dapur Khanza,5.0,"curugnya ada banyak jadi bisa pilih pilih dan ga bosen, orang orang disana ramah ramah dan baik baik. makanannya juga enak enak tempatnya yang asri, rapih dan ramai jadi seruu, suasananya yang sejuk."
Wisata Gili Labak,anugerah pratama,5.0,"Seru banget buat liburan brg keluarga krn kids friendly. Ga perlu jalan jauh ke atas dan harga tiket ya jelas ga ada pungli. Tempat makan ada, kamar mandi ada, lengkap"
Bukit Belong,Jundi Azzam Firdaus,5.0,Bagus. Yang jelekk parkirannya mahal. Motor 10.000dan bayar d muka. Mahal
DESA WISATA PINGE,Theophilus Merta Adnyana,5.0,"Curug yg indah...
Untuk camping bersama teman dan keluarga sdh tersedia..
Tempat ibadah pun ada.. Toilet banyak dan bersih..
Alam yg sejuk dan asri...
Hanya ad beberapa spot yg hrus dirapihkan kembali alias direnovasi.. Tetap jaga kebersihan..."
Gunung Kapur Suci,Rio Putra,4.0,"pengalaman yg membagongkan wkwk, motor mogok pas mau pulang nya. tpi di Curug nya tempatnya bagus bersih bgt masih terjaga alam nya."
Karang Para,Purwadhi Purwadhi,5.0,"buat yg punya anak kecil kayanya oke si karna banyak spot spot yang bisa buat main dan foto foto dicurug 5, buat yang suka nanjak bisa naik ke curug nya yg lumayan menguras tenaga. kemarin sampai di curug 2, dan ga naik lagi ke curug 1 karna ternyata diatas banyak monyet. tolong dikasih caution aja tanda biar pengunjung yg mau naik aware, jujur kaget bgt si.
tiket nya terjangkau dan teratur 28rb/orang. tiket parkir dijaga akamsi, 10rb/motor."
Havana Hills,Rachmi Pramono,5.0,Bru pertma kali kesini hrga tiket terjangkau bgus adem bnyk curuk cuma sanggup yg dkt2 kaki udh lemes pas mau turun hujan deres neduh di tmpt tiket msk
Taman Adipura Kota Sumenep,Purwadhi Purwadhi,5.0,"View bagus banget masya allah. Tapi bagi yg asma jangan coba2 tracking keatas, ada 7 curug, tangga nya mayan curam tapi bagus. Mungkin bagi kalian yg suka tracking ini cocok"
Batu Tumpang,Arya Nanda,4.0,"Curug yang mudah dicapai dari jalan raya puncak, sangat menyenangkan untuk dikunjungi, tarif 28rb per orang karcis resmi, parkir motor 10rb, masih sangat wajar, suasana alam sepanjang trekking menuju air terjun sangat menyegarkan lahir batin."
Sagara Karangbolong,Djemba Dje,5.0,"Gaisss ini Curug no pungli, video hiking nyaa itu gausah dihiraukan yaaa karena buat naik kecurug bukan lewat jalan itu. Untuk naik kesana sudah sangat bagusss naik tangga. Parkir luasss dan di sini ada lebih dari satu Curug. Menyenangkan"
